2503;1329;[2621608.8660016013, 1219442.770066309, 2621671.3092920464, 1219475.9251334292][0],[2621608.8660016013, 1219442.770066309, 2621671.3092920464, 1219475.9251334292][1],[2621608.8660016013, 1219442.770066309, 2621671.3092920464, 1219475.9251334292][2],[2621608.8660016013, 1219442.770066309, 2621671.3092920464, 1219475.9251334292][3];
1934;1125;[2628669.301974126, 1258086.573670003, 2628994.8843872473, 1258275.9636466117][0],[2628669.301974126, 1258086.573670003, 2628994.8843872473, 1258275.9636466117][1],[2628669.301974126, 1258086.573670003, 2628994.8843872473, 1258275.9636466117][2],[2628669.301974126, 1258086.573670003, 2628994.8843872473, 1258275.9636466117][3]
2551;1346;[2603991.524016081, 1225954.1066407366, 2606966.5471118367, 1227523.836584636][0],[2603991.524016081, 1225954.1066407366, 2606966.5471118367, 1227523.836584636][1],[2603991.524016081, 1225954.1066407366, 2606966.5471118367, 1227523.836584636][2],[2603991.524016081, 1225954.1066407366, 2606966.5471118367, 1227523.836584636][3]
2165;1178;[2606455.483370638, 1259765.980053392, 2609235.700970868, 1261278.7266275592][0],[2606455.483370638, 1259765.980053392, 2609235.700970868, 1261278.7266275592][1],[2606455.483370638, 1259765.980053392, 2609235.700970868, 1261278.7266275592][2],[2606455.483370638, 1259765.980053392, 2609235.700970868, 1261278.7266275592][3]
2199;1216;[2633511.4818570185, 1247774.767666767, 2638427.3084887536, 1250493.114726426][0],[2633511.4818570185, 1247774.767666767, 2638427.3084887536, 1250493.114726426][1],[2633511.4818570185, 1247774.767666767, 2638427.3084887536, 1250493.114726426][2],[2633511.4818570185, 1247774.767666767, 2638427.3084887536, 1250493.114726426][3]
2244;1162;[2610045.2949309684, 1225802.9649301502, 2629395.8562632203, 1235823.1753882947][0],[2610045.2949309684, 1225802.9649301502, 2629395.8562632203, 1235823.1753882947][1],[2610045.2949309684, 1225802.9649301502, 2629395.8562632203, 1235823.1753882947][2],[2610045.2949309684, 1225802.9649301502, 2629395.8562632203, 1235823.1753882947][3]
2306;1295;[2649010.3264023764, 1220002.0193489098, 2649138.2912135553, 1220073.8816344591][0],[2649010.3264023764, 1220002.0193489098, 2649138.2912135553, 1220073.8816344591][1],[2649010.3264023764, 1220002.0193489098, 2649138.2912135553, 1220073.8816344591][2],[2649010.3264023764, 1220002.0193489098, 2649138.2912135553, 1220073.8816344591][3]
2134;1218;[2630690.6557147754, 1262594.6924209588, 2630884.726015254, 1262705.4598183262][0],[2630690.6557147754, 1262594.6924209588, 2630884.726015254, 1262705.4598183262][1],[2630690.6557147754, 1262594.6924209588, 2630884.726015254, 1262705.4598183262][2],[2630690.6557147754, 1262594.6924209588, 2630884.726015254, 1262705.4598183262][3]
2228;1165;[2599221.5757301413, 1223151.8682512539, 2614290.847308521, 1231031.4469715469][0],[2599221.5757301413, 1223151.8682512539, 2614290.847308521, 1231031.4469715469][1],[2599221.5757301413, 1223151.8682512539, 2614290.847308521, 1231031.4469715469][2],[2599221.5757301413, 1223151.8682512539, 2614290.847308521, 1231031.4469715469][3]
1927;1379;[2601880.207849523, 1210468.829033206, 2603449.639331934, 1211591.9458024043][0],[2601880.207849523, 1210468.829033206, 2603449.639331934, 1211591.9458024043][1],[2601880.207849523, 1210468.829033206, 2603449.639331934, 1211591.9458024043][2],[2601880.207849523, 1210468.829033206, 2603449.639331934, 1211591.9458024043][3]
2262;1368;[2620749.7075421014, 1260195.5994476792, 2620778.846911267, 1260213.2221961403][0],[2620749.7075421014, 1260195.5994476792, 2620778.846911267, 1260213.2221961403][1],[2620749.7075421014, 1260195.5994476792, 2620778.846911267, 1260213.2221961403][2],[2620749.7075421014, 1260195.5994476792, 2620778.846911267, 1260213.2221961403][3]
2338;1332;[2647550.479773047, 1220674.2712159888, 2647830.3343211333, 1220833.7093075416][0],[2647550.479773047, 1220674.2712159888, 2647830.3343211333, 1220833.7093075416][1],[2647550.479773047, 1220674.2712159888, 2647830.3343211333, 1220833.7093075416][2],[2647550.479773047, 1220674.2712159888, 2647830.3343211333, 1220833.7093075416][3]
1991;1439;[2611037.125814602, 1253150.1949087745, 2623391.9585506516, 1262079.6797441212][0],[2611037.125814602, 1253150.1949087745, 2623391.9585506516, 1262079.6797441212][1],[2611037.125814602, 1253150.1949087745, 2623391.9585506516, 1262079.6797441212][2],[2611037.125814602, 1253150.1949087745, 2623391.9585506516, 1262079.6797441212][3]
2487;1350;[2608614.3231693367, 1229715.2776102822, 2608677.6409466965, 1229749.6479357493][0],[2608614.3231693367, 1229715.2776102822, 2608677.6409466965, 1229749.6479357493][1],[2608614.3231693367, 1229715.2776102822, 2608677.6409466965, 1229749.6479357493][2],[2608614.3231693367, 1229715.2776102822, 2608677.6409466965, 1229749.6479357493][3]
1985;1261;[2610196.348026177, 1235288.040374662, 2618459.673748523, 1240537.4377227116][0],[2610196.348026177, 1235288.040374662, 2618459.673748523, 1240537.4377227116][1],[2610196.348026177, 1235288.040374662, 2618459.673748523, 1240537.4377227116][2],[2610196.348026177, 1235288.040374662, 2618459.673748523, 1240537.4377227116][3]
2201;1219;[2612289.340094599, 1231367.5105585316, 2612332.810280907, 1231391.586050176][0],[2612289.340094599, 1231367.5105585316, 2612332.810280907, 1231391.586050176][1],[2612289.340094599, 1231367.5105585316, 2612332.810280907, 1231391.586050176][2],[2612289.340094599, 1231367.5105585316, 2612332.810280907, 1231391.586050176][3]
2524;1138;[2616874.2373761022, 1268695.106222167, 2617016.0022621565, 1268759.0239877494][0],[2616874.2373761022, 1268695.106222167, 2617016.0022621565, 1268759.0239877494][1],[2616874.2373761022, 1268695.106222167, 2617016.0022621565, 1268759.0239877494][2],[2616874.2373761022, 1268695.106222167, 2617016.0022621565, 1268759.0239877494][3]
2052;1381;[2634112.6689410564, 1220619.593189048, 2634569.9820776423, 1220927.3658214193][0],[2634112.6689410564, 1220619.593189048, 2634569.9820776423, 1220927.3658214193][1],[2634112.6689410564, 1220619.593189048, 2634569.9820776423, 1220927.3658214193][2],[2634112.6689410564, 1220619.593189048, 2634569.9820776423, 1220927.3658214193][3]
1987;1231;[2612782.088658947, 1242566.0715482193, 2612802.76718465, 1242578.8824516619][0],[2612782.088658947, 1242566.0715482193, 2612802.76718465, 1242578.8824516619][1],[2612782.088658947, 1242566.0715482193, 2612802.76718465, 1242578.8824516619][2],[2612782.088658947, 1242566.0715482193, 2612802.76718465, 1242578.8824516619][3]
2139;1251;[2590798.3078314187, 1250723.4727889188, 2591212.581296486, 1250965.7617579694][0],[2590798.3078314187, 1250723.4727889188, 2591212.581296486, 1250965.7617579694][1],[2590798.3078314187, 1250723.4727889188, 2591212.581296486, 1250965.7617579694][2],[2590798.3078314187, 1250723.4727889188, 2591212.581296486, 1250965.7617579694][3]
2424;1245;[2622242.8679802828, 1258958.7738657037, 2641506.399495933, 1268852.7906713902][0],[2622242.8679802828, 1258958.7738657037, 2641506.399495933, 1268852.7906713902][1],[2622242.8679802828, 1258958.7738657037, 2641506.399495933, 1268852.7906713902][2],[2622242.8679802828, 1258958.7738657037, 2641506.399495933, 1268852.7906713902][3]
2454;1254;[2610783.2766752983, 1266829.2961028966, 2615098.489614791, 1269034.38046562][0],[2610783.2766752983, 1266829.2961028966, 2615098.489614791, 1269034.38046562][1],[2610783.2766752983, 1266829.2961028966, 2615098.489614791, 1269034.38046562][2],[2610783.2766752983, 1266829.2961028966, 2615098.489614791, 1269034.38046562][3]
2135;1324;[2613865.044499456, 1229013.5621089963, 2613939.7088333163, 1229059.864487465][0],[2613865.044499456, 1229013.5621089963, 2613939.7088333163, 1229059.864487465][1],[2613865.044499456, 1229013.5621089963, 2613939.7088333163, 1229059.864487465][2],[2613865.044499456, 1229013.5621089963, 2613939.7088333163, 1229059.864487465][3]
2230;1261;[2593707.7925131666, 1229068.2596352152, 2601052.082328066, 1233221.2414543135][0],[2593707.7925131666, 1229068.2596352152, 2601052.082328066, 1233221.2414543135][1],[2593707.7925131666, 1229068.2596352152, 2601052.082328066, 1233221.2414543135][2],[2593707.7925131666, 1229068.2596352152, 2601052.082328066, 1233221.2414543135][3]
2294;1261;[2600100.0397975734, 1247084.572290268, 2600778.9652705956, 1247457.7741304955][0],[2600100.0397975734, 1247084.572290268, 2600778.9652705956, 1247457.7741304955][1],[2600100.0397975734, 1247084.572290268, 2600778.9652705956, 1247457.7741304955][2],[2600100.0397975734, 1247084.572290268, 2600778.9652705956, 1247457.7741304955][3]
2013;1149;[2613400.467805807, 1264445.7922409421, 2613446.752254533, 1264472.2109352227][0],[2613400.467805807, 1264445.7922409421, 2613446.752254533, 1264472.2109352227][1],[2613400.467805807, 1264445.7922409421, 2613446.752254533, 1264472.2109352227][2],[2613400.467805807, 1264445.7922409421, 2613446.752254533, 1264472.2109352227][3]
2269;1204;[2620634.1773525877, 1253196.9789486376, 2625910.5060871597, 1255996.7584975248][0],[2620634.1773525877, 1253196.9789486376, 2625910.5060871597, 1255996.7584975248][1],[2620634.1773525877, 1253196.9789486376, 2625910.5060871597, 1255996.7584975248][2],[2620634.1773525877, 1253196.9789486376, 2625910.5060871597, 1255996.7584975248][3]
2116;1303;[2618968.5230695023, 1253576.4732786352, 2619255.681301653, 1253753.3008667692][0],[2618968.5230695023, 1253576.4732786352, 2619255.681301653, 1253753.3008667692][1],[2618968.5230695023, 1253576.4732786352, 2619255.681301653, 1253753.3008667692][2],[2618968.5230695023, 1253576.4732786352, 2619255.681301653, 1253753.3008667692][3]
2232;1185;[2608330.9639719757, 1235479.8013568246, 2608362.2634953535, 1235496.418711306][0],[2608330.9639719757, 1235479.8013568246, 2608362.2634953535, 1235496.418711306][1],[2608330.9639719757, 1235479.8013568246, 2608362.2634953535, 1235496.418711306][2],[2608330.9639719757, 1235479.8013568246, 2608362.2634953535, 1235496.418711306][3]
2063;1209;[2603762.5736698215, 1261782.7494738537, 2609754.3096057815, 1265294.1448914863][0],[2603762.5736698215, 1261782.7494738537, 2609754.3096057815, 1265294.1448914863][1],[2603762.5736698215, 1261782.7494738537, 2609754.3096057815, 1265294.1448914863][2],[2603762.5736698215, 1261782.7494738537, 2609754.3096057815, 1265294.1448914863][3]
1924;1333;[2642537.5904217856, 1240436.6824327325, 2645676.8837747825, 1242611.6710187746][0],[2642537.5904217856, 1240436.6824327325, 2645676.8837747825, 1242611.6710187746][1],[2642537.5904217856, 1240436.6824327325, 2645676.8837747825, 1242611.6710187746][2],[2642537.5904217856, 1240436.6824327325, 2645676.8837747825, 1242611.6710187746][3]
2215;1161;[2607785.101857246, 1212407.4057936638, 2609816.4575905455, 1213472.1480087254][0],[2607785.101857246, 1212407.4057936638, 2609816.4575905455, 1213472.1480087254][1],[2607785.101857246, 1212407.4057936638, 2609816.4575905455, 1213472.1480087254][2],[2607785.101857246, 1212407.4057936638, 2609816.4575905455, 1213472.1480087254][3]
2325;1168;[2594773.8704206413, 1224013.610234682, 2594819.077231082, 1224036.3205807447][0],[2594773.8704206413, 1224013.610234682, 2594819.077231082, 1224036.3205807447][1],[2594773.8704206413, 1224013.610234682, 2594819.077231082, 1224036.3205807447][2],[2594773.8704206413, 1224013.610234682, 2594819.077231082, 1224036.3205807447][3]
2172;1145;[2628338.6264004665, 1230603.770438376, 2635668.974388814, 1234468.0653033198][0],[2628338.6264004665, 1230603.770438376, 2635668.974388814, 1234468.0653033198][1],[2628338.6264004665, 1230603.770438376, 2635668.974388814, 1234468.0653033198][2],[2628338.6264004665, 1230603.770438376, 2635668.974388814, 1234468.0653033198][3]
2284;1348;[2620984.968459546, 1225935.4730944687, 2621232.046803892, 1226081.2969159128][0],[2620984.968459546, 1225935.4730944687, 2621232.046803892, 1226081.2969159128][1],[2620984.968459546, 1225935.4730944687, 2621232.046803892, 1226081.2969159128][2],[2620984.968459546, 1225935.4730944687, 2621232.046803892, 1226081.2969159128][3]
2113;1354;[2615847.256438464, 1259906.6770328963, 2616224.1498512067, 1260148.1884767455][0],[2615847.256438464, 1259906.6770328963, 2616224.1498512067, 1260148.1884767455][1],[2615847.256438464, 1259906.6770328963, 2616224.1498512067, 1260148.1884767455][2],[2615847.256438464, 1259906.6770328963, 2616224.1498512067, 1260148.1884767455][3]
2466;1164;[2625680.604849709, 1217393.9915173873, 2646835.219528188, 1227379.381414285][0],[2625680.604849709, 1217393.9915173873, 2646835.219528188, 1227379.381414285][1],[2625680.604849709, 1217393.9915173873, 2646835.219528188, 1227379.381414285][2],[2625680.604849709, 1217393.9915173873, 2646835.219528188, 1227379.381414285][3]
1964;1198;[2604622.8617908317, 1216022.2563339653, 2604799.2461770647, 1216129.847217217][0],[2604622.8617908317, 1216022.2563339653, 2604799.2461770647, 1216129.847217217][1],[2604622.8617908317, 1216022.2563339653, 2604799.2461770647, 1216129.847217217][2],[2604622.8617908317, 1216022.2563339653, 2604799.2461770647, 1216129.847217217][3]
2304;1145;[2601090.5182956345, 1240185.9965355373, 2601148.786828068, 1240214.9537706226][0],[2601090.5182956345, 1240185.9965355373, 2601148.786828068, 1240214.9537706226][1],[2601090.5182956345, 1240185.9965355373, 2601148.786828068, 1240214.9537706226][2],[2601090.5182956345, 1240185.9965355373, 2601148.786828068, 1240214.9537706226][3]
2082;1103;[2600070.417372158, 1251661.6655433734, 2600948.089218826, 1252126.6377080588][0],[2600070.417372158, 1251661.6655433734, 2600948.089218826, 1252126.6377080588][1],[2600070.417372158, 1251661.6655433734, 2600948.089218826, 1252126.6377080588][2],[2600070.417372158, 1251661.6655433734, 2600948.089218826, 1252126.6377080588][3]
2420;1421;[2617073.3708606446, 1230670.6553832744, 2647293.875999975, 1248415.8362936005][0],[2617073.3708606446, 1230670.6553832744, 2647293.875999975, 1248415.8362936005][1],[2617073.3708606446, 1230670.6553832744, 2647293.875999975, 1248415.8362936005][2],[2617073.3708606446, 1230670.6553832744, 2647293.875999975, 1248415.8362936005][3]
2048;1332;[2648596.013997307, 1264530.5725823212, 2649801.124062096, 1265314.364870553][0],[2648596.013997307, 1264530.5725823212, 2649801.124062096, 1265314.364870553][1],[2648596.013997307, 1264530.5725823212, 2649801.124062096, 1265314.364870553][2],[2648596.013997307, 1264530.5725823212, 2649801.124062096, 1265314.364870553][3]
1952;1281;[2602043.1769089433, 1253832.4500001702, 2602116.06512979, 1253880.2828951012][0],[2602043.1769089433, 1253832.4500001702, 2602116.06512979, 1253880.2828951012][1],[2602043.1769089433, 1253832.4500001702, 2602116.06512979, 1253880.2828951012][2],[2602043.1769089433, 1253832.4500001702, 2602116.06512979, 1253880.2828951012][3]
1962;1189;[2644993.706940502, 1218031.6412035483, 2645045.4581170427, 1218063.0031550806][0],[2644993.706940502, 1218031.6412035483, 2645045.4581170427, 1218063.0031550806][1],[2644993.706940502, 1218031.6412035483, 2645045.4581170427, 1218063.0031550806][2],[2644993.706940502, 1218031.6412035483, 2645045.4581170427, 1218063.0031550806][3]
2225;1318;[2638645.8347003115, 1238121.7021994127, 2640075.515532774, 1238968.5872947772][0],[2638645.8347003115, 1238121.7021994127, 2640075.515532774, 1238968.5872947772][1],[2638645.8347003115, 1238121.7021994127, 2640075.515532774, 1238968.5872947772][2],[2638645.8347003115, 1238121.7021994127, 2640075.515532774, 1238968.5872947772][3]
2196;1230;[2624818.833025988, 1228898.3773069936, 2626634.748118004, 1229915.488219188][0],[2624818.833025988, 1228898.3773069936, 2626634.748118004, 1229915.488219188][1],[2624818.833025988, 1228898.3773069936, 2626634.748118004, 1229915.488219188][2],[2624818.833025988, 1228898.3773069936, 2626634.748118004, 1229915.488219188][3]
2395;1439;[2626156.7465093373, 1210271.157239537, 2635150.990037629, 1215675.2142070571][0],[2626156.7465093373, 1210271.157239537, 2635150.990037629, 1215675.2142070571][1],[2626156.7465093373, 1210271.157239537, 2635150.990037629, 1215675.2142070571][2],[2626156.7465093373, 1210271.157239537, 2635150.990037629, 1215675.2142070571][3]
2048;1123;[2619864.9929100825, 1261254.9295196186, 2619987.7468584236, 1261322.240400472][0],[2619864.9929100825, 1261254.9295196186, 2619987.7468584236, 1261322.240400472][1],[2619864.9929100825, 1261254.9295196186, 2619987.7468584236, 1261322.240400472][2],[2619864.9929100825, 1261254.9295196186, 2619987.7468584236, 1261322.240400472][3]
2392;1107;[2647144.7813618327, 1233089.4244641124, 2647251.795944394, 1233138.9500255238][0],[2647144.7813618327, 1233089.4244641124, 2647251.795944394, 1233138.9500255238][1],[2647144.7813618327, 1233089.4244641124, 2647251.795944394, 1233138.9500255238][2],[2647144.7813618327, 1233089.4244641124, 2647251.795944394, 1233138.9500255238][3]
2131;1144;[2601594.0110384463, 1227301.4564221827, 2601616.332175449, 1227313.439238105][0],[2601594.0110384463, 1227301.4564221827, 2601616.332175449, 1227313.439238105][1],[2601594.0110384463, 1227301.4564221827, 2601616.332175449, 1227313.439238105][2],[2601594.0110384463, 1227301.4564221827, 2601616.332175449, 1227313.439238105][3]
2181;1392;[2612698.5609435346, 1242445.8467776708, 2625085.2915112656, 1250351.5455169103][0],[2612698.5609435346, 1242445.8467776708, 2625085.2915112656, 1250351.5455169103][1],[2612698.5609435346, 1242445.8467776708, 2625085.2915112656, 1250351.5455169103][2],[2612698.5609435346, 1242445.8467776708, 2625085.2915112656, 1250351.5455169103][3]
2060;1428;[2646244.342389113, 1229084.313404627, 2646511.1011285097, 1229269.2315987332][0],[2646244.342389113, 1229084.313404627, 2646511.1011285097, 1229269.2315987332][1],[2646244.342389113, 1229084.313404627, 2646511.1011285097, 1229269.2315987332][2],[2646244.342389113, 1229084.313404627, 2646511.1011285097, 1229269.2315987332][3]
2237;1121;[2608514.517543866, 1239796.223138951, 2624702.137669573, 1247908.123970832][0],[2608514.517543866, 1239796.223138951, 2624702.137669573, 1247908.123970832][1],[2608514.517543866, 1239796.223138951, 2624702.137669573, 1247908.123970832][2],[2608514.517543866, 1239796.223138951, 2624702.137669573, 1247908.123970832][3]
2371;1356;[2598444.268264969, 1236919.8740559597, 2599053.0579408994, 1237268.0473164245][0],[2598444.268264969, 1236919.8740559597, 2599053.0579408994, 1237268.0473164245][1],[2598444.268264969, 1236919.8740559597, 2599053.0579408994, 1237268.0473164245][2],[2598444.268264969, 1236919.8740559597, 2599053.0579408994, 1237268.0473164245][3]
2421;1155;[2647113.8897689027, 1241251.3623841489, 2648359.2311969227, 1241845.4843789292][0],[2647113.8897689027, 1241251.3623841489, 2648359.2311969227, 1241845.4843789292][1],[2647113.8897689027, 1241251.3623841489, 2648359.2311969227, 1241845.4843789292][2],[2647113.8897689027, 1241251.3623841489, 2648359.2311969227, 1241845.4843789292][3]
2292;1323;[2624661.5347633343, 1238165.8537250543, 2633076.3144873297, 1243023.0760526485][0],[2624661.5347633343, 1238165.8537250543, 2633076.3144873297, 1243023.0760526485][1],[2624661.5347633343, 1238165.8537250543, 2633076.3144873297, 1243023.0760526485][2],[2624661.5347633343, 1238165.8537250543, 2633076.3144873297, 1243023.0760526485][3]
2505;1331;[2646178.2287204163, 1229321.1493641224, 2646258.0885887044, 1229363.5818929414][0],[2646178.2287204163, 1229321.1493641224, 2646258.0885887044, 1229363.5818929414][1],[2646178.2287204163, 1229321.1493641224, 2646258.0885887044, 1229363.5818929414][2],[2646178.2287204163, 1229321.1493641224, 2646258.0885887044, 1229363.5818929414][3]
